[9,7,9,5,5,5,5,5,5,5,5,5,1,3,9,3,],
[8,5,6,9,1,5,5,5,5,5,5,3,14,10,10,10,],
[8,7,9,6,10,9,5,1,5,3,13,4,3,12,6,10,],
[10,13,0,5,6,10,13,0,7,10,9,3,8,5,3,10,],
[10,13,0,7,9,6,13,0,7,12,6,10,10,13,2,10,],
[10,9,4,3,12,3,13,0,7,9,3,10,12,3,10,10,],
[10,8,5,4,3,10,13,0,5,6,10,12,3,10,10,10,],
[10,12,5,3,10,12,3,8,3,9,6,11,10,10,10,10,],
[10,9,5,6,10,9,6,12,6,12,3,12,2,10,10,10,],
[10,12,5,3,12,4,3,9,3,9,6,9,6,10,10,10,],
[10,9,5,6,9,3,12,6,12,6,11,10,13,2,10,10,],
[10,8,5,5,6,10,9,1,5,3,12,2,9,6,10,10,],
[10,8,3,9,3,12,6,12,5,2,9,6,10,11,10,10,],
[10,10,12,6,8,1,7,9,3,12,4,3,10,8,6,10,],
[10,10,11,11,14,12,5,6,12,5,5,4,6,10,13,2,],
[14,12,4,4,5,5,5,5,5,5,5,5,5,4,5,6,],
